snomed_id_1	snomed_label_1	snomed_id_2	snomed_label_2	rater_A	rater_B	rater_C	rater_D	rater_E	mean_rating	CUI_1	CUI_2
804001000000109	Congenital amblyopia	38101003	Hypermetropia	1.0		2.0	1.0		1.3333333333333333		C0020490
160656007	Willing to be donor of kidney	160658008	Willing to be donor of body			3.0	2.0	0.0	1.6666666666666667	C0425265	C0425267
90199006	Transurethral prostatectomy	177860007	Primary repair of inguinal hernia			0.0	1.0	1.0	0.6666666666666666	C0040771	C0405605
239881008	Otto's pelvis	8847002	Spondylosis	1.0		1.0	1.0		1.0	C0343174	C0038019
29966009	Hypertrichosis	237055002	Polycystic ovary syndrome		2.0		2.0	2.0	2.0	C0020555	C0032460
313299006	Severe chronic obstructive pulmonary disease	171255006	Spirometry screening	1.0	1.0	2.0			1.3333333333333333	C0730607	C0420059
401004000	Peak expiratory flow rate monitoring	400987003	Asthma trigger			2.0	2.0	2.0	2.0	C1303042	C1303029
446096008	Perennial allergic rhinitis	126660000	Deviated nasal septum	1.0	0.0	1.0			0.6666666666666666	C0035457	C0549397
248411000000105	Atrial fibrillation annual review	248721000000108	Chronic kidney disease monitoring			0.0	0.0	1.0	0.3333333333333333		
275911004	FH: Angina at greater than 60 years	275104002	Family history of stroke		1.0		2.0	1.0	1.3333333333333333	C0559133	C1261367
1022651000000100	Platelet count	1022581000000105	Lymphocyte count	1.0	2.0	1.0			1.3333333333333333		
67224007	Reiter's disease	31822004	Urethritis	3.0	2.0	2.0			2.333333333333333	C0035012	C0041976
1003671000000109	Haemoglobin A1c level	163728006	O/E - pain sense	0.0	0.0	0.0			0.0		C0437325
315234002	Secondary prevention	49130001	Disorder of external ear		0.0		0.0	0.0	0.0	C0679699	C0155388
80146002	Appendicectomy	38102005	Cholecystectomy	1.0		1.0	1.0		1.0	C0003611	C0008320
414087000	Emergency chronic obstructive pulmonary disease admission since last appointment	313296004	Mild chronic obstructive pulmonary disease	2.0		3.0	2.0		2.333333333333333	C1532295	C0730604
47014000	Fibroma of prostate	267064002	Retention of urine	2.0	2.0			2.0	2.0	C0268885	C0080274
225323000	Smoking cessation education	439958008	Sampling of cervix for Papanicolaou smear	0.0	0.0	0.0			0.0	C1621885	C2585932
281245003	Musculoskeletal chest pain	64109004	Costal chondritis	3.0	2.0			3.0	2.6666666666666665	C0476280	C0040213
1028281000000106	Blood urea	1018251000000107	Serum alanine aminotransferase level	1.0		1.0	2.0		1.3333333333333333		
75857000	Fracture of radius AND ulna	33737001	Fracture of rib			1.0	1.0	0.0	0.6666666666666666	C0159710	C0035522
34000006	Crohn's disease	3951002	Proctitis		2.0		2.0	3.0	2.333333333333333	C0010346	C0033246
65568007	Cigarette smoker	268537005	Rubella status education	0.0	0.0	0.0			0.0	C0337667	C0418892
163542001	O/E - fetal heart heard	163538004	O/E - fetal movements felt			3.0	2.0	2.0	2.333333333333333	C0437185	C0437171
266464001	Haemorrhage of rectum and anus	195453000	Internal haemorrhoids, simple			2.0	2.0	2.0	2.0	C0019081	
247893006	Pathological guilt	401228008	No thoughts of deliberate self harm		2.0		2.0	2.0	2.0	C0424220	C1303194
10743008	Irritable bowel syndrome	37796009	Migraine	0.0	0.0			0.0	0.0	C0022104	C0149931
268511007	Respiratory disease monitoring	391120009	Medical Research Council Dyspnoea scale grade 1	2.0	2.0			3.0	2.333333333333333	C0421217	C1271933
386704007	Light and infrequent menstruation	967006	Medication education	0.0	0.0	0.0			0.0	C0404550	C0542304
90834002	Pain in limb	279029001	Pain in cervical spine		0.0		2.0	1.0	1.0	C0030196	C0423674
717234006	Allergy to animal protein	161423008	H/O: chickenpox	0.0		0.0	0.0		0.0	C4082933	C0455469
387713003	Surgical procedure	84449007	Congenital accessory skin tag	1.0	0.0	0.0			0.3333333333333333	C0543467	C0265988
385093006	Community acquired pneumonia	49436004	Atrial fibrillation		0.0		0.0	1.0	0.3333333333333333	C0694549	C0004238
16607004	Missed miscarriage	54048003	Threatened miscarriage	2.0		2.0	2.0		2.0	C0000814	C0000821
48763007	Congenital hernia of foramen of Morgagni	235595009	Gastrooesophageal reflux disease		2.0		1.0	2.0	1.6666666666666667	C0265699	C0017168
68496003	Polyp of colon	307496006	Diverticulitis	2.0	3.0	2.0			2.333333333333333	C0009376	C0012813
267105001	C/O: itching	3135009	Otitis externa	1.0	0.0	0.0			0.3333333333333333	C0436563	C0029878
56267009	Multi-infarct dementia	26929004	Alzheimer's disease	2.0	2.0	3.0			2.333333333333333	C0011263	C0002395
51037009	Fracture of patella	75857000	Fracture of radius AND ulna	1.0	0.0			0.0	0.3333333333333333	C0159849	C0159710
201819000	Degenerative joint disease involving multiple joints	233679003	Late onset asthma	0.0	0.0	0.0			0.0	C1384584	C0264413
202882003	Plantar fasciitis	11654001	Achilles tendinitis	2.0	2.0			3.0	2.333333333333333	C0149756	C0263933
390902009	Smoking status at 4 weeks	160625004	Date ceased smoking		1.0		2.0	1.0	1.3333333333333333	C1272229	C0586982
276853009	Self inflicted injury	75478009	Poisoning		1.0		2.0	0.0	1.0	C0480203	C0032343
51604006	Acute retrobulbar neuritis	24700007	Multiple sclerosis			2.0	2.0	3.0	2.333333333333333	C0155301	C0026769
162001003	No cardiovascular symptom	519961000000106	NHS Health Check programme	1.0		0.0	1.0		0.6666666666666666	C0425561	
27431007	Fibrocystic disease of breast	89164003	Breast lump	1.0		2.0	2.0		1.6666666666666667	C0016034	C0024103
22607003	Asbestosis	363358000	Malignant tumour of lung	2.0	2.0			2.0	2.0	C0003949	C0242379
285636001	Cervical intraepithelial neoplasia	363354003	Malignant tumour of cervix	2.0	2.0			3.0	2.333333333333333	C0206708	C0007847
47821001	Postpartum haemorrhage	169836001	Birth of child			1.0	2.0	2.0	1.6666666666666667	C0032797	C0581135
25906001	Disorder of ear	6012004	Hearing aid	2.0	1.0	2.0			1.6666666666666667	C0013447	C0018768
387713003	Surgical procedure	363679005	Imaging	2.0	0.0			0.0	0.6666666666666666	C0543467	C0011923
161843009	Normal fluid intake	271398006	Weight steady	1.0	0.0			1.0	0.6666666666666666	C0426594	C0424657
162914004	O/E-rate of respiration normal	271300009	O/E patient well	1.0	2.0			2.0	1.6666666666666667	C0436709	C0436568
23056005	Sciatica	161894002	C/O - low back pain	2.0	2.0	2.0			2.0	C0036396	C0436551
233666007	Young's syndrome	22053006	Klinefelter syndrome	1.0	1.0	2.0			1.3333333333333333	C0340037	C0022735
370208006	Asthma never causes daytime symptoms	406162001	Asthma management		1.0		2.0	2.0	1.6666666666666667	C1277275	C1318955
1022651000000100	Platelet count	1022591000000107	Monocyte count		2.0		2.0	2.0	2.0		
182922004	Dietary regime	714881000000109	Oral contraceptive administration	0.0	0.0	0.0			0.0	C0419178	
13645005	Chronic obstructive lung disease	64859006	Osteoporosis	0.0		0.0	0.0		0.0	C0024117	C0029456
72007001	Duodenitis	16761005	Oesophagitis		2.0		2.0	3.0	2.333333333333333	C0013298	C0014868
125594001	Injury of shoulder region	269105005	Dislocation or subluxation of shoulder	3.0	3.0	3.0			3.0	C0149776	
47014000	Fibroma of prostate	11441004	Prostatism			2.0	1.0	3.0	2.0	C0268885	C0242453
44054006	Type 2 diabetes mellitus	171183004	Diabetes mellitus screening	1.0		3.0	2.0		2.0	C0011860	C0740213
161721006	Menstrual loss stable	818601000000109	Education about missed dose of oral contraceptive	1.0	1.0	0.0			0.6666666666666666	C0425954	
71642004	Fracture of skull	110030002	Concussion injury of brain	2.0	3.0	3.0			2.6666666666666665	C0037304	C0006107
11401008	Dilation and curettage of uterus	386692008	Menorrhagia		2.0		0.0	2.0	1.3333333333333333	C0012358	C0025323
60667009	Closed fracture of rib	58150001	Fracture of clavicle	1.0	2.0	1.0			1.3333333333333333	C0435750	C0159658
162914004	O/E-rate of respiration normal	275736000	O/E - chest examination normal	2.0	1.0			2.0	1.6666666666666667	C0436709	C0555791
268511007	Respiratory disease monitoring	161962008	No respiratory symptoms	1.0		3.0	2.0		2.0	C0421217	C0425443
231504006	Mixed anxiety and depressive disorder	21897009	Generalised anxiety disorder		3.0		2.0	3.0	2.6666666666666665	C0338908	C0270549
394701000	Asthma follow-up	170922004	Repeat prescription monitoring		1.0		2.0	0.0	1.0	C1273970	C0419975
75857000	Fracture of radius AND ulna	27477003	Fracture of face bones	2.0	0.0			0.0	0.6666666666666666	C0159710	C0159321
162567005	Family aware of diagnosis	363358000	Malignant tumour of lung		1.0		1.0	0.0	0.6666666666666666	C0581130	C0242379
275552000	H/O: kidney disease	266997008	H/O: gastrointestinal disease	1.0	1.0	0.0			0.6666666666666666	C0455686	C0455553
314938000	Poor sleep pattern	170680007	Follow-up psychiatric assessment			1.0	2.0	1.0	1.3333333333333333	C1277595	C0204496
191526005	Schizophrenic disorders	191525009	Non-organic psychosis		1.0		2.0	3.0	2.0	C0036341	C0349204
161035003	Not on a special diet	162293002	No speech problem	0.0	0.0	0.0			0.0	C0424980	C0395017
87522002	Iron deficiency anaemia	43153006	Myxoedema	0.0		0.0	0.0		0.0	C0162316	C0027145
312342009	Infective pneumonia	195878008	Pneumonia and influenza	2.0	3.0	3.0			2.6666666666666665	C0729704	C0155870
75088002	Urgent desire to urinate	22220005	Genuine stress incontinence			2.0	2.0	2.0	2.0	C0085606	C0042025
279039007	Low back pain	279029001	Pain in cervical spine		2.0		2.0	1.0	1.6666666666666667	C0024031	C0423674
170549007	Chronic disease monitoring	162246009	Sensory symptoms		0.0		1.0	1.0	0.6666666666666666	C0419814	C0423551
198337003	Erosion and ectropion of the cervix	64996003	Intermenstrual bleeding - irregular			2.0	2.0	3.0	2.333333333333333		C0025874
13758004	Paraphimosis	46090001	Balanoposthitis	2.0		2.0	2.0		2.0	C0030483	C0004691
8765009	Haematemesis	307131005	Mallory-Weiss tear	2.0	3.0	3.0			2.6666666666666665	C0018926	C0024633
1086661000000108	Reactive depression, prolonged single episode	35489007	Depressive disorder	2.0	3.0	2.0			2.333333333333333		C0011581
401004000	Peak expiratory flow rate monitoring	31387002	Exercise-induced asthma	2.0	2.0			2.0	2.0	C1303042	C0004099
170922004	Repeat prescription monitoring	185201007	Site of encounter	0.0	0.0	0.0			0.0	C0419975	C0422262
398032003	Loose stool	43752006	Enterocolitis	3.0		3.0	0.0		2.0	C2129214	C0014356
263151001	Fracture of upper jaw, closed	81639003	Closed fracture of nasal bones	1.0		2.0	2.0		1.6666666666666667	C0435316	C0159322
162052001	Left iliac fossa pain	162051008	Right iliac fossa pain	2.0	3.0			1.0	2.0	C0476307	C0476306
391025002	Osteoporosis - dietary assessment	105529008	Lives alone	1.0		0.0	0.0		0.3333333333333333	C1272004	C0439044
44054006	Type 2 diabetes mellitus	73211009	Diabetes mellitus			2.0	3.0	3.0	2.6666666666666665	C0011860	C0011849
391120009	Medical Research Council Dyspnoea scale grade 1	394700004	Asthma annual review			2.0	2.0	2.0	2.0	C1271933	C1273969
38822007	Cystitis	78048006	Candidiasis		1.0		1.0	2.0	1.3333333333333333	C0010692	C0006840
4788002	Closed fracture of zygoma	56863004	Closed fracture of orbit	2.0	3.0			1.0	2.0	C0272476	C0272481
171221008	Heart disease screening	271336007	Examination / signs			0.0	0.0	1.0	0.3333333333333333	C0420042	C0422819
102570003	Inguinal pain	43491000	Acute epididymitis	2.0	1.0	2.0			1.6666666666666667	C0239783	C0149880
394703002	Chronic obstructive pulmonary disease annual review	310436000	Wheeze absent		2.0		2.0	2.0	2.0	C1273972	C0587952
700146008	No history of malignant tumour of breast	818601000000109	Education about missed dose of oral contraceptive			0.0	0.0	0.0	0.0	C3839165	
270479002	O/E - teeth examined	162806009	O/E - general eye examination	0.0		0.0	0.0		0.0	C0436876	C0436651
162031009	Indigestion	82297005	Congestion of nasal sinus	0.0		0.0	0.0		0.0	C0013395	C0152029
17741008	Acute tonsillitis	405737000	Pharyngitis	2.0	2.0			1.0	1.6666666666666667	C0001361	C0031350
24184005	Elevated blood pressure	249366005	Bleeding from nose			2.0	2.0	1.0	1.6666666666666667	C0497247	C0014591
68272006	Acute maxillary sinusitis	195647007	Acute respiratory infections	0.0		0.0	0.0		0.0	C0155804	C0339901
169821004	Duration of first stage of labour	169823001	Duration of third stage of labour	1.0	3.0	2.0			2.0	C0474469	C0474482
62315008	Diarrhoea	53619000	Disorder of digestive system	2.0		3.0	2.0		2.333333333333333	C0011991	C0012242
36989005	Mumps	36653000	Rubella	1.0	1.0	2.0			1.3333333333333333	C0026780	C0035920
190633005	Folic acid deficiency	190634004	Cobalamin deficiency	2.0	1.0	2.0			1.6666666666666667	C0016412	C0042847
161714006	Estimated date of delivery	161980004	No oedema present		0.0		0.0	1.0	0.3333333333333333	C2825543	C0474438
1030631000000106	Urine protein test	193722001	Low vision, both eyes	0.0	0.0	0.0			0.0		C0271234
83969004	Fracture of temporal bone	82271004	Injury of head			2.0	2.0	3.0	2.333333333333333	C0272461	C0018674
162298006	No headache	150811000119101	Contraception care education done		0.0		0.0	0.0	0.0	C0423624	C3839373
162218007	Stress-related problem	267004000	H/O: musculoskeletal disease			0.0	0.0	1.0	0.3333333333333333	C0347920	C0559112
266267005	Deep vein phlebitis and thrombophlebitis of the leg	10601006	Pain in lower limb		2.0		2.0	2.0	2.0	C0340711	C0023222
279029001	Pain in cervical spine	161894002	C/O - low back pain	2.0		2.0	2.0		2.0	C0423674	C0436551
55146009	Inflammation of sacroiliac joint	9631008	Ankylosing spondylitis	1.0	2.0	3.0			2.0	C0574960	C0038013
36118008	Pneumothorax	242879005	Assault by stabbing	1.0		3.0	2.0		2.0	C0032326	C0418391
267022002	General symptom	274640006	Fever with chills	2.0		0.0	2.0		1.3333333333333333	C0159028	C0085594
66857006	Haemoptysis	12295008	Bronchiectasis		0.0		2.0	2.0	1.3333333333333333	C0019079	C0006267
247602005	Memory function normal	381441000000103	Contact with family	1.0	1.0	1.0			1.0	C2712158	
14189004	Measles	36653000	Rubella	1.0	2.0	2.0			1.6666666666666667	C0025007	C0035920
64379006	Decrease in appetite	267024001	Abnormal weight loss	1.0	1.0			1.0	1.0	C0232462	C0936227
89627008	Hyponatraemia	2776000	Delirium	3.0		2.0	2.0		2.333333333333333	C0020625	C0011206
162375000	Snoring symptoms	44465007	Sprain of ankle	0.0	0.0	0.0			0.0	C0037384	C0160087
703145006	Sterilisation procedure	200147006	Caesarean section - pregnancy at term	1.0	0.0	2.0			1.0	C3839105	C0475520
35222003	Chronic neurogenic ulcer of lower limb	15662003	Senile dementia			1.0	1.0	1.0	1.0	C0406524	C0011268
249171000000102	Chronic kidney disease annual review	341861000000109	Hypothyroidism annual review		0.0		0.0	0.0	0.0		
267031002	Tiredness symptom	247753000	Loss of interest	2.0	1.0			3.0	2.0		C0424091
170780004	Thyroid disease monitoring	275944005	Hypertension monitoring	1.0	0.0	0.0			0.3333333333333333	C0419886	C0419816
161724003	Length of cycle stable	162298006	No headache	0.0	0.0	0.0			0.0	C0555066	C0423624
366211000000105	General practice physical activity questionnaire physical activity index: moderately active	401048005	Hypertension six month review			1.0	1.0	1.0	1.0		C1303075
308923001	Eye symptom	161966006	No palpitations	0.0		0.0	0.0		0.0	C0586406	C0425596
163964002	O/E - near vision normal	161843009	Normal fluid intake	1.0	0.0			0.0	0.3333333333333333	C0437556	C0426594
164300005	O/E - temperature normal	41769001	Disease suspected	1.0	1.0	0.0			0.6666666666666666	C0437734	C0277540
22253000	Pain	289903006	Menopause present			0.0	0.0	2.0	0.6666666666666666	C0030193	C0567312
160654005	Willing to be donor	160655006	Willing to be donor of blood	1.0	1.0	2.0			1.3333333333333333	C0425262	C0425264
39204006	Pyloric ulcer	89538001	Helicobacter-associated gastritis	2.0	2.0	3.0			2.333333333333333	C0240848	C0343378
162031009	Indigestion	235595009	Gastrooesophageal reflux disease	2.0		2.0	2.0		2.0	C0013395	C0017168
56169002	Break-through bleeding	162299003	Generalised headache	1.0		0.0	0.0		0.3333333333333333	C3495440	C0474366
473013003	Finding relating to sexual behaviour or practice	407560009	At risk of sexually transmitted infection			2.0	2.0	2.0	2.0	C0036864	C1319898
163513009	O/E - vertex presentation	163542001	O/E - fetal heart heard		1.0		2.0	1.0	1.3333333333333333	C0437148	C0437185
394687007	Low suicide risk	401061005	Mental health review			3.0	2.0	2.0	2.333333333333333	C1271076	C1303083
49436004	Atrial fibrillation	230691006	CVA - cerebrovascular accident due to cerebral artery occlusion	1.0	2.0	3.0			2.0	C0004238	C0393951
340901000000107	Asthma trigger - exercise	201191000000108	Asthma trigger - cold air	1.0	2.0	3.0			2.0		
63440008	Verruca plantaris	314471005	Minor surgery done	1.0	0.0	0.0			0.3333333333333333	C0042548	C1278490
313296004	Mild chronic obstructive pulmonary disease	415299008	Reversibility trial by bronchodilator	1.0		3.0	1.0		1.6666666666666667	C0730604	C1532420
33449004	Personality disorder	191525009	Non-organic psychosis			2.0	1.0	1.0	1.3333333333333333	C0031212	C0349204
232020009	Maculopathy with diabetes mellitus	390834004	Nonproliferative diabetic retinopathy			2.0	2.0	1.0	1.6666666666666667	C0339471	C0004606
398909004	Rosacea	238751002	Perioral dermatitis		1.0		0.0	1.0	0.6666666666666666	C0035854	C0263449
394924000	Symptoms of depression	228367002	Does not misuse drugs		2.0		1.0	1.0	1.3333333333333333	C0086132	C0556387
49049000	Parkinson's disease	84027009	Pernicious anaemia	0.0	0.0			1.0	0.3333333333333333	C0030567	C0002892
170743005	Initial diabetic assessment	170742000	Diabetic monitoring	1.0	2.0			1.0	1.3333333333333333	C0419879	C0419878
396232000	Inguinal hernia	29862005	Paraumbilical hernia			2.0	2.0	2.0	2.0	C0019294	C0019311
269137006	Sprain of knee and leg	312225001	Musculoskeletal and connective tissue disorder		2.0		1.0	2.0	1.6666666666666667		C0263660
309737007	Abdominal pain in pregnancy	25825004	Haemorrhage in early pregnancy	2.0	2.0			2.0	2.0	C0587223	
75170007	Extraction of lens of eye	69724002	Insertion of intraocular lens			2.0	2.0	1.0	1.6666666666666667	C0197689	C0023311
102549009	Cramp in lower leg associated with rest	425940002	Olecranon bursitis	0.0		0.0	0.0		0.0	C0262578	C0263962
956951000000104	Pertussis vaccination in pregnancy	170399005	Diphtheria, pertussis and tetanus triple and polio vaccination	3.0	2.0	1.0			2.0		C0419745
162483007	Symptom relieving factors	161891005	Backache		1.0		2.0	0.0	1.0	C0436323	C0004604
64996003	Intermenstrual bleeding - irregular	237132003	Intermenstrual bleeding - regular	2.0	2.0			2.0	2.0	C0025874	C0547004
160680006	Fully mobile	271398006	Weight steady	1.0		0.0	0.0		0.3333333333333333	C0425246	C0424657
162567005	Family aware of diagnosis	873341000000100	Discussion about resuscitation			0.0	1.0	0.0	0.3333333333333333	C0581130	
267022002	General symptom	386661006	Fever	3.0	2.0	1.0			2.0	C0159028	C0015967
267031002	Tiredness symptom	267954009	Arthralgia of the ankle and/or foot	1.0		0.0	1.0		0.6666666666666666		C0423658
394967008	Suspected asthma	771941000000102	Asthma causes symptoms most nights	2.0	2.0			2.0	2.0	C1271086	
86466006	Rheumatic mitral stenosis	60234000	Aortic valve regurgitation	2.0	3.0	2.0			2.333333333333333	C0264766	C0003504
60862001	Tinnitus	15188001	Hearing loss	2.0	3.0	2.0			2.333333333333333	C0040264	C1384666
160407004	FH: Eczema	161561009	H/O: eczema	2.0	1.0			1.0	1.3333333333333333	C0455438	C0455566
248983002	Obstetric history	185349003	Encounter for check up		0.0		2.0	1.0	1.0	C0425963	C0422303
41769001	Disease suspected	162442009	Time symptom lasts			0.0	1.0	0.0	0.3333333333333333	C0277540	C0436359
72007001	Duodenitis	51868009	Duodenal ulcer disease	2.0		3.0	2.0		2.333333333333333	C0013298	C0013295
736499003	Polyp of nasal cavity and/or nasal sinus	86094006	Chronic rhinitis			2.0	2.0	1.0	1.6666666666666667	C4544405	C0008711
160633003	Enjoys heavy exercise	162126005	Micturition stream normal	0.0	0.0	0.0			0.0	C0425272	C0426382
176937008	Open bilateral ligation of fallopian tubes	398307005	Low cervical caesarean section	1.0	0.0			2.0	1.0	C0404182	
267969005	Spondylosis and allied disorders	36427004	Intervertebral disc disorder	1.0	1.0	2.0			1.3333333333333333	C0158240	C0158252
1000971000000107	Urea and electrolytes level	997671000000106	Blood glucose level	1.0	1.0	1.0			1.0		
160593006	Alcohol intake within recommended sensible limits	366211000000105	General practice physical activity questionnaire physical activity index: moderately active		1.0		1.0	1.0	1.0	C0560220	
161139007	Language spoken	160538000	Religious affiliation	1.0	1.0			0.0	0.6666666666666666	C0424919	C0682141
161445009	H/O: diabetes mellitus	161501007	H/O: hypertension			2.0	2.0	2.0	2.0	C0455488	C0455527
373899003	Asthma daytime symptoms	170631002	Asthma disturbing sleep		2.0		2.0	1.0	1.6666666666666667	C1276804	C0421211
169836001	Birth of child	169811007	Birth detail	1.0	1.0	3.0			1.6666666666666667	C0581135	C0005603
46090001	Balanoposthitis	58759008	Intertrigo	0.0	1.0			0.0	0.3333333333333333	C0004691	C0021807
421895002	Peripheral vascular disorder due to diabetes mellitus	39058009	Diabetic lumbosacral radiculoplexus neuropathy	2.0		2.0	2.0		2.0	C1719760	C4510722
82297005	Congestion of nasal sinus	162375000	Snoring symptoms	2.0	1.0	2.0			1.6666666666666667	C0152029	C0037384
25458004	Acute gastritis	8765009	Haematemesis	2.0		3.0	2.0		2.333333333333333	C0149518	C0018926
274392008	Examination under anaesthesia	236873006	Diathermy of cervix	1.0		0.0	2.0		1.0	C0558588	C0404030
27355003	Toothache	274667000	Jaw pain			2.0	2.0	2.0	2.0	C0040460	C0236000
405729008	Haematochezia	8765009	Haematemesis	2.0	2.0			1.0	1.6666666666666667	C0018932	C0018926
306171000000106	Fragility fracture	217082002	Accidental fall	2.0		3.0	2.0		2.333333333333333		C0000921
361055000	Misuses drugs	191526005	Schizophrenic disorders	2.0	1.0	3.0			2.0	C0338666	C0036341
208393000	Fracture of metacarpal bone	9468002	Closed fracture of carpal bone	3.0		3.0	2.0		2.6666666666666665	C0272677	C0009044
38996000	External haemorrhoids without complication	68653001	Anal pain	2.0	2.0			3.0	2.333333333333333	C0265041	C0238637
200149009	Delivery by emergency caesarean section	46764007	Severe pre-eclampsia		2.0		2.0	2.0	2.0	C0475603	C0341950
165296001	Memory: present month known	165302008	Memory: important person known	1.0	2.0	3.0			2.0	C0423960	C0423966
11687002	Gestational diabetes mellitus	161641009	At risk of diabetes mellitus	3.0		2.0	2.0		2.333333333333333	C0085207	C0580321
9014002	Psoriasis	90446007	Pruritus ani	0.0		0.0	1.0		0.3333333333333333	C0033860	C0033775
6142004	Influenza	68962001	Muscle pain		2.0		2.0	1.0	1.6666666666666667	C0021400	C0231528
225581002	Sight deteriorating	310531007	Wanders during the day	0.0	1.0			1.0	0.6666666666666666	C0558171	C0588040
14799000	Neoplasm, metastatic	363358000	Malignant tumour of lung			3.0	2.0	2.0	2.333333333333333	C2939419	C0242379
390891009	Chronic obstructive pulmonary disease monitoring	391125004	Medical Research Council Dyspnoea scale grade 4		1.0		2.0	3.0	2.0	C1272221	C1271938
165286005	Memory: present place not known	165280004	Memory: own age not known	1.0		3.0	2.0		2.0	C0423951	C0423935
71315007	Dyspareunia	18973006	Uterovaginal prolapse	1.0	1.0			2.0	1.3333333333333333	C1384606	C0156353
57676002	Joint pain	225587003	Gastric reflux	0.0		0.0	0.0		0.0	C0003862	C0558176
198036002	Impotence of organic origin	170777000	Diabetic annual review			2.0	2.0	1.0	1.6666666666666667	C0156309	C0581004
401228008	No thoughts of deliberate self harm	274948002	Endogenous depression - recurrent			2.0	2.0	2.0	2.0	C1303194	C0553816
58532003	Unwanted pregnancy	386639001	Termination of pregnancy			3.0	2.0	3.0	2.6666666666666665	C0032995	C0392535
199317008	Twin pregnancy - delivered	10588007	Perinatal death	1.0		2.0	1.0		1.3333333333333333	C0156893	C0701826
84619001	Nongonococcal urethritis	240542006	Condyloma acuminatum of the anogenital region	1.0	0.0			2.0	1.0	C1112709	C0009663
161773007	H/O: IUCD usage	65200003	Insertion of intrauterine contraceptive device		3.0		2.0	2.0	2.333333333333333	C0438047	C0812450
401182001	Asthma monitoring by nurse	340931000000101	Asthma trigger - warm air	1.0		3.0	2.0		2.0	C1303157	
161523006	H/O: respiratory disease	267004000	H/O: musculoskeletal disease	0.0		0.0	0.0		0.0	C0455540	C0559112
200147006	Caesarean section - pregnancy at term	266267005	Deep vein phlebitis and thrombophlebitis of the leg			2.0	0.0	0.0	0.6666666666666666	C0475520	C0340711
20430005	Heterosexual	248152002	Female			0.0	0.0	0.0	0.0	C1527360	C0086287
44054006	Type 2 diabetes mellitus	73211009	Diabetes mellitus	3.0		3.0	3.0		3.0	C0011860	C0011849
13197004	Contraception	5935008	Oral contraception	3.0		2.0	3.0		2.6666666666666665	C0700589	C0029151
190634004	Cobalamin deficiency	4598005	Osteomalacia	2.0	1.0	0.0			1.0	C0042847	C0029442
102549009	Cramp in lower leg associated with rest	46152009	Tear film insufficiency	0.0	0.0	0.0			0.0	C0262578	C0043349
15662003	Senile dementia	399912005	Pressure ulcer			1.0	2.0	0.0	1.0	C0011268	C0011127
304507003	Exercise education	170777000	Diabetic annual review	1.0	1.0			1.0	1.0	C0582396	C0581004
370202007	Asthma causes daytime symptoms 1 to 2 times per month	370226009	Asthma treatment compliance satisfactory	1.0	1.0			1.0	1.0	C1288256	C1277171
519961000000106	NHS Health Check programme	268523001	Target weight discussed			0.0	2.0	2.0	1.3333333333333333		C0419897
816421000000101	Chronic disease annual review	170549007	Chronic disease monitoring			2.0	2.0	3.0	2.333333333333333		C0419814
386807006	Memory impairment	161898004	Falls		1.0		1.0	1.0	1.0	C0233794	C0085639
65568007	Cigarette smoker	102570003	Inguinal pain		0.0		0.0	0.0	0.0	C0337667	C0239783
170636007	Asthma never disturbs sleep	370208006	Asthma never causes daytime symptoms	1.0		2.0	2.0		1.6666666666666667	C0586663	C1277275
275122004	FH: Myocardial infarction at less than 60	275104002	Family history of stroke	1.0	1.0			2.0	1.3333333333333333	C0559132	C1261367
391120009	Medical Research Council Dyspnoea scale grade 1	754061000000100	Asthma review using Royal College of Physicians three questions	1.0	1.0	2.0			1.3333333333333333	C1271933	
162081000	Not constipated	401049002	Communication skills			0.0	0.0	0.0	0.0	C0426638	C0870313
267062003	Genitourinary symptoms	243876005	Screening status	1.0	0.0			1.0	0.6666666666666666	C0426317	C0421330
473460002	Allergic conjunctivitis	86094006	Chronic rhinitis		0.0		2.0	2.0	1.3333333333333333	C0009766	C0008711
90446007	Pruritus ani	275321000	Vulva sore		0.0		2.0	1.0	1.0	C0033775	C0555976
161924005	Productive cough -green sputum	50417007	Lower respiratory tract infection	2.0	3.0			2.0	2.333333333333333	C0425504	C0149725
230690007	Cerebrovascular accident	92506005	Biventricular congestive heart failure	1.0	0.0	2.0			1.0	C0038454	C0685095
9741000000105	FP73 immunisation claim form	192722007	Post hepatitis A vaccination encephalitis	2.0	0.0			1.0	1.0		C0393478
700146008	No history of malignant tumour of breast	161721006	Menstrual loss stable			0.0	0.0	0.0	0.0	C3839165	C0425954
170601008	CHD monitoring	134379001	Peripheral vascular disease monitoring		1.0		1.0	1.0	1.0	C0451606	C1276353
52073004	Oligomenorrhoea	6738008	Female infertility	1.0		2.0	2.0		1.6666666666666667	C0028949	C0021361
214031005	Motor vehicle traffic accident	279029001	Pain in cervical spine	1.0		2.0	2.0		1.6666666666666667	C2939181	C0423674
160341008	FH: Epilepsy	160407004	FH: Eczema			0.0	0.0	1.0	0.3333333333333333	C0455392	C0455438
44054006	Type 2 diabetes mellitus	7973008	Abnormal vision	1.0		2.0	2.0		1.6666666666666667	C0011860	C3665386
997671000000106	Blood glucose level	1028281000000106	Blood urea	1.0	0.0			1.0	0.6666666666666666		
275431006	Anal sphincter tear	61586001	Delivery by vacuum extraction			1.0	1.0	1.0	1.0	C0554398	C0042225
